Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,ERR%,ERR_Level
2023-12-12,Instagram,#Comedy,Reel,Canada,3699879,213072,16388,34755,7.141179481815486,Excellent
2022-01-09,YouTube,#Fashion,Reel,USA,1853103,69910,4470,39710,6.156700410068949,Excellent
2022-07-09,TikTok,#Dance,Tweet,USA,4171587,222488,80865,5536,7.404592065321902,Excellent
2023-12-07,Instagram,#Challenge,Shorts,Japan,2314668,36572,67108,42772,6.327127691746721,Excellent
2023-02-26,YouTube,#Viral,Reel,Brazil,2574515,461003,72910,25274,21.7200909685902,Excellent
2022-04-05,Instagram,#Fitness,Live Stream,Germany,1058506,361715,51528,5422,39.552444672018865,Excellent
2022-12-14,YouTube,#Challenge,Shorts,Canada,4147649,140624,70092,11837,5.3657626284191355,High
2022-07-13,Instagram,#Comedy,Live Stream,Germany,1724155,458079,9417,48609,29.93379365544281,Excellent
2023-06-23,TikTok,#Fashion,Live Stream,Canada,560795,11735,2475,2473,2.9748838702199554,Average
2022-08-24,Twitter,#Tech,Shorts,Brazil,3684146,151211,4453,10143,4.500554538283771,High
2023-08-09,TikTok,#Viral,Reel,UK,3852694,253328,67715,43838,9.470801470347762,Excellent
2022-02-23,Instagram,#Fashion,Live Stream,UK,2103231,265912,65039,38575,17.569444345390497,Excellent
2022-12-01,Instagram,#Music,Tweet,Brazil,4335301,193543,50186,36208,6.4571525714131495,Excellent
2022-12-06,TikTok,#Music,Post,Australia,2320627,417108,2814,15708,18.772081855464062,Excellent
2023-09-30,TikTok,#Comedy,Shorts,Germany,4869354,6608,6514,1492,0.300121946360852,Low
2023-02-12,YouTube,#Viral,Video,UK,4774185,22677,53104,22023,2.048600965400377,Average
2022-04-12,Instagram,#Education,Post,Germany,1147497,407471,29168,7518,38.70659356843634,Excellent
2023-03-02,YouTube,#Education,Post,Japan,725454,149682,27039,47514,30.90960970647346,Excellent
2023-10-23,TikTok,#Comedy,Tweet,Canada,3232841,27472,18187,21421,2.074955124610211,Average
2022-08-22,TikTok,#Fashion,Shorts,Brazil,1566752,176811,47917,712,14.389003492575725,Excellent
2023-03-30,Twitter,#Fitness,Tweet,Japan,4309390,362837,17128,25765,9.415021615588286,Excellent
2023-10-14,Twitter,#Fashion,Post,Germany,659821,13467,49239,8742,10.828391336438216,Excellent
2022-09-27,TikTok,#Comedy,Reel,Brazil,3960518,376256,1871,3708,9.641036854270073,Excellent
2023-05-18,YouTube,#Viral,Tweet,USA,2985117,284824,64052,41718,13.08471326249524,Excellent
2022-03-25,Instagram,#Comedy,Shorts,Brazil,2148989,115422,32844,48115,9.13829712483405,Excellent
2023-07-05,YouTube,#Challenge,Shorts,Germany,1463457,125302,62306,21850,14.312548985040216,Excellent
2022-01-09,Instagram,#Dance,Post,Australia,3989657,351332,76680,36031,11.631150246750535,Excellent
2022-07-12,Twitter,#Education,Post,Brazil,474838,45882,60806,27585,28.277644164957312,Excellent
2022-03-05,Twitter,#Challenge,Tweet,Japan,4654777,94417,20561,44245,3.4206364773221143,Average
2023-10-30,Instagram,#Fashion,Tweet,Canada,1390945,422057,94191,34407,39.5885531059819,Excellent
2022-12-07,Instagram,#Fashion,Live Stream,Australia,4375990,99936,80353,3006,4.188652167852303,High
2022-02-12,Twitter,#Dance,Shorts,India,1884862,249922,29934,46886,17.33506219553474,Excellent
2022-12-02,Instagram,#Fashion,Post,Canada,2241319,22674,17632,11763,2.3231409719009206,Average
2022-03-06,TikTok,#Dance,Reel,Canada,2248823,185414,40492,35212,11.611318454142456,Excellent
2023-07-17,TikTok,#Tech,Live Stream,Germany,702805,426213,6952,12284,63.38159233357759,Excellent
2023-12-12,Twitter,#Dance,Live Stream,USA,4076095,196850,15677,45746,6.336285096397409,Excellent
2023-10-08,Instagram,#Fashion,Tweet,India,2926591,5898,89,6431,0.42431620954209176,Low
2023-02-26,YouTube,#Education,Tweet,Germany,3135532,15894,55304,37035,3.4518225296377136,Average
2022-06-29,YouTube,#Challenge,Post,Australia,461899,39413,57043,36427,28.768843405160005,Excellent
2022-10-26,Twitter,#Tech,Video,UK,457477,157733,80500,34374,59.58922525066834,Excellent
2023-07-24,Twitter,#Tech,Video,Canada,651638,88078,98083,27044,32.718319066721094,Excellent
2023-08-20,YouTube,#Tech,Tweet,Brazil,4571746,377505,16732,26086,9.193927221678546,Excellent
2022-09-17,TikTok,#Challenge,Tweet,UK,2573700,22478,94199,3637,4.674748416676381,High
2022-07-30,Twitter,#Music,Video,UK,713028,337203,25042,4682,51.46039145727798,Excellent
2022-12-15,TikTok,#Tech,Shorts,India,2711553,160878,41722,11012,7.877847123032447,Excellent
2023-03-17,YouTube,#Music,Tweet,Australia,1066125,188355,91094,36292,29.615758002110447,Excellent
2023-01-04,YouTube,#Education,Reel,Brazil,1198497,380580,69495,13206,38.65516559490762,Excellent
2022-04-09,Instagram,#Fitness,Shorts,Australia,3358197,230451,95429,22070,10.36121466370198,Excellent
2023-05-24,TikTok,#Dance,Live Stream,India,487342,207862,37985,34639,57.554243221392774,Excellent
2022-03-07,Twitter,#Viral,Post,Canada,2563082,362386,42588,8407,16.128278377359756,Excellent
2023-08-24,Instagram,#Viral,Video,Canada,3779546,165023,94433,31987,7.711058418127468,Excellent
2023-11-10,Twitter,#Dance,Video,USA,3721811,165042,49187,13883,6.129059213377573,Excellent
2023-05-18,TikTok,#Fashion,Reel,Brazil,1832938,145324,49725,26919,12.109956801593944,Excellent
2023-11-12,Instagram,#Music,Shorts,UK,4513361,247785,75690,4772,7.272784073775619,Excellent
2022-09-20,YouTube,#Fitness,Tweet,India,1955706,361088,80015,8735,23.00131001285469,Excellent
2022-11-26,TikTok,#Comedy,Post,USA,704114,322337,98094,44086,65.97184546820543,Excellent
2023-12-02,YouTube,#Tech,Shorts,Brazil,4056382,117226,18306,30080,4.082751575172161,High
2022-02-20,YouTube,#Challenge,Post,Canada,475805,301526,19765,33905,74.65159046247938,Excellent
2022-05-16,Twitter,#Gaming,Live Stream,Germany,4086861,127508,32493,49827,5.13420936019111,High
2023-01-25,Twitter,#Fashion,Post,Brazil,3315249,385207,77152,46378,15.345363198963335,Excellent
2022-11-18,TikTok,#Dance,Tweet,Brazil,1685730,204532,89445,26135,18.989517894324713,Excellent
2023-06-22,Instagram,#Education,Reel,Australia,1794640,12648,44721,13884,3.9703227388222704,High
2023-07-16,Instagram,#Education,Post,Japan,3179233,185039,69942,48453,9.544251711025899,Excellent
2023-09-05,Twitter,#Fashion,Video,Australia,2112062,123124,70698,21339,10.18724829100661,Excellent
2023-10-01,YouTube,#Education,Live Stream,UK,4010273,247450,19950,8264,6.873945988215765,Excellent
2022-09-03,YouTube,#Fitness,Reel,USA,4172550,437895,11878,22267,11.312986063678085,Excellent
2023-08-29,YouTube,#Fitness,Video,Germany,2400911,46562,36026,24905,4.477175538785069,High
2023-02-18,YouTube,#Gaming,Video,India,2694418,415576,79914,6931,18.646735584456458,Excellent
2022-01-08,TikTok,#Challenge,Post,Canada,664480,402282,61942,49243,77.27350710329883,Excellent
2022-01-18,Instagram,#Tech,Tweet,Canada,4165773,34145,78128,48750,3.8653810469269447,High
2023-08-23,Twitter,#Education,Tweet,UK,3207258,462611,63427,11223,16.751411953762375,Excellent
2023-04-29,YouTube,#Viral,Tweet,Japan,348955,207516,90406,12674,89.00746514593573,Excellent
2022-05-17,TikTok,#Fitness,Tweet,Canada,4975716,395122,48100,20122,9.312107041479054,Excellent
2023-06-05,YouTube,#Fitness,Tweet,Canada,4335309,121131,69437,5334,4.518755179849925,High
2023-03-29,Instagram,#Comedy,Post,USA,2260606,421644,22322,46373,21.690599777227877,Excellent
2023-10-01,Twitter,#Music,Live Stream,Brazil,3971657,222774,54533,6548,7.147016975534393,Excellent
2023-12-11,YouTube,#Fitness,Live Stream,UK,4221129,221432,27097,44357,6.938570226117231,Excellent
2023-12-10,Twitter,#Gaming,Tweet,USA,2891867,16756,88760,44092,5.173405277628604,High
2023-01-30,Instagram,#Education,Post,USA,3387989,297965,12405,47576,10.565146462990286,Excellent
2023-02-05,TikTok,#Viral,Reel,USA,2280646,99060,7438,37247,6.302819464309674,Excellent
2022-05-17,Twitter,#Tech,Reel,USA,1038000,257996,5989,42160,29.49373795761079,Excellent
2023-12-27,Twitter,#Viral,Shorts,USA,4551527,471777,18090,47750,11.81179415172095,Excellent
2022-05-05,Twitter,#Fashion,Post,India,2207974,361247,47396,5021,18.735003220146616,Excellent
2023-06-13,YouTube,#Viral,Live Stream,UK,654308,395218,70016,43978,77.8245107808555,Excellent
2023-02-25,TikTok,#Gaming,Reel,India,1032891,127535,53968,43870,21.819630532166514,Excellent
2022-10-01,Instagram,#Comedy,Post,UK,2703906,151587,84813,5219,8.935924547672885,Excellent
2022-10-06,Instagram,#Tech,Video,Germany,3608286,39961,57731,650,2.725449146769408,Average
2023-05-21,YouTube,#Viral,Reel,Germany,2917081,96400,33904,40818,5.866206663441982,High
2022-09-24,TikTok,#Dance,Post,Brazil,4634207,74646,76271,25002,3.796097153191474,High
2023-10-25,Instagram,#Comedy,Shorts,Germany,2834616,321819,85915,43610,15.922579989670558,Excellent
2022-01-22,TikTok,#Dance,Shorts,Australia,3927986,316772,85104,49951,11.502765030221594,Excellent
2022-10-08,Twitter,#Dance,Live Stream,Brazil,2438573,20586,37695,37403,3.9237701721457587,High
2022-04-16,YouTube,#Tech,Shorts,Brazil,1039646,140978,27325,15958,17.72343663131489,Excellent
2022-11-07,TikTok,#Comedy,Reel,Canada,2055988,477781,59040,12295,26.70813253773855,Excellent
2022-10-09,TikTok,#Music,Post,Germany,1811481,103117,42087,38390,10.135022117262062,Excellent
2023-11-10,Instagram,#Viral,Shorts,USA,3519149,429333,72079,42269,15.449217978551063,Excellent
2022-08-08,Twitter,#Gaming,Live Stream,Germany,4772651,96271,28894,22623,3.0965599621677766,Average
2023-01-12,YouTube,#Fitness,Tweet,UK,4837174,493550,65769,12395,11.819173757239247,Excellent
2022-07-06,Instagram,#Comedy,Reel,Canada,4337899,360339,90144,26248,10.989905481893423,Excellent
2022-01-11,Twitter,#Dance,Reel,USA,1982470,38772,59724,2247,5.08169102180613,High
2023-06-21,TikTok,#Gaming,Tweet,India,2430582,247328,36608,17278,12.392669739181809,Excellent
2023-02-11,Instagram,#Tech,Live Stream,Germany,3215735,372038,50812,33493,14.190939240951137,Excellent
2023-03-01,Twitter,#Gaming,Post,Brazil,4476274,67640,77088,2976,3.2997086416068364,Average
2023-10-02,Instagram,#Viral,Live Stream,India,1405081,174642,70414,820,17.49906233163782,Excellent
2022-05-01,TikTok,#Challenge,Post,India,513589,314068,81740,24653,81.86721288812649,Excellent
2023-08-25,Instagram,#Comedy,Shorts,UK,637282,358058,65689,25327,70.46707736920233,Excellent
2023-03-05,Twitter,#Gaming,Post,Germany,1744531,196250,8655,25527,13.208822313848248,Excellent
2023-05-15,YouTube,#Dance,Shorts,Germany,2355782,422456,36459,47807,21.509715245298587,Excellent
2022-08-16,TikTok,#Gaming,Reel,Japan,4955899,128909,63956,24994,4.395953186293748,High
2022-12-30,YouTube,#Dance,Video,Australia,2388341,286756,98722,44285,17.994206019994632,Excellent
2023-04-18,YouTube,#Fitness,Live Stream,India,2662468,395901,43291,11180,16.915583586356718,Excellent
2022-08-29,YouTube,#Viral,Tweet,India,4335697,323246,92331,23780,10.133480268570429,Excellent
2022-11-29,Twitter,#Fashion,Tweet,Brazil,1758597,230467,79259,7925,18.062751159020515,Excellent
2023-04-30,TikTok,#Viral,Shorts,UK,796782,333622,27754,25313,48.5313423245003,Excellent
2022-04-18,TikTok,#Fashion,Live Stream,India,3922765,98519,13450,23794,3.460900665729403,Average
2022-12-01,TikTok,#Comedy,Video,Australia,2534406,227500,22953,8757,10.227643084809616,Excellent
2023-07-13,Twitter,#Viral,Video,Australia,1066350,103339,72555,6292,17.08500961222863,Excellent
2023-11-16,TikTok,#Comedy,Tweet,UK,2162864,24702,14264,20910,2.7683663882703673,Average
2022-11-24,TikTok,#Comedy,Shorts,UK,964406,124652,27640,1319,15.928042753777975,Excellent
2022-12-23,Twitter,#Gaming,Video,USA,4988828,277908,26528,34206,6.788007123115889,Excellent
2023-12-24,Twitter,#Challenge,Tweet,India,4956068,390506,15516,5293,8.29922026897129,Excellent
2023-07-25,Twitter,#Music,Post,Australia,4646211,483426,49747,44836,12.440438025737532,Excellent
2022-03-18,TikTok,#Viral,Shorts,Germany,3837633,403999,11069,4787,10.940467731020657,Excellent
2022-07-10,Instagram,#Comedy,Live Stream,Canada,1831366,219055,32009,33612,15.544462439512364,Excellent
2023-08-14,Twitter,#Gaming,Video,USA,3880037,60397,71412,49228,4.66585756785309,High
2022-08-29,Instagram,#Dance,Post,India,4002076,199918,60118,5823,6.643027268847468,Excellent
2022-12-17,Instagram,#Education,Shorts,India,1532579,318112,7994,1220,21.357854962125934,Excellent
2023-03-29,Twitter,#Viral,Tweet,Canada,3747143,10641,12421,41367,1.7194166328853744,Average
2023-06-24,Twitter,#Challenge,Post,UK,4044625,130858,66782,11076,5.160330067682418,High
2022-05-20,Instagram,#Education,Reel,UK,4410645,274766,45283,9010,7.460564157849929,Excellent
2023-10-19,Twitter,#Education,Video,USA,2570250,54434,41385,16714,4.378290049606069,High
2023-04-03,TikTok,#Fitness,Tweet,Japan,3447314,40473,28558,25286,2.735956167613394,Average
2023-03-04,TikTok,#Music,Shorts,Australia,4645704,248284,83794,24725,7.680278381920156,Excellent
2022-12-04,TikTok,#Viral,Reel,Canada,4770390,448970,59849,18865,11.06165324009148,Excellent
2022-08-09,Twitter,#Fashion,Reel,UK,4894106,434667,32954,22379,10.012043057506315,Excellent
2022-11-09,YouTube,#Gaming,Shorts,Brazil,1632604,444651,70531,24516,33.05749587775112,Excellent
2022-10-12,TikTok,#Comedy,Reel,Canada,419884,80341,79803,14047,41.485505520572346,Excellent
2022-06-10,TikTok,#Fitness,Shorts,Germany,1529342,292555,76539,12189,24.931179553036532,Excellent
2023-02-27,Instagram,#Dance,Tweet,UK,948825,374018,84000,27438,51.163913261138774,Excellent
2022-03-09,Instagram,#Dance,Post,Brazil,3596292,173815,46684,30679,6.98436055804145,Excellent
2022-07-13,TikTok,#Music,Shorts,Brazil,2316075,341056,63956,40502,19.235732867027192,Excellent
2022-05-17,Instagram,#Fashion,Shorts,India,3609099,34382,13782,22498,1.9578847795530132,Average
2023-08-09,Instagram,#Music,Video,Japan,4430382,11441,74391,17355,2.3290768154980768,Average
2023-03-20,Twitter,#Education,Reel,Canada,4822339,453533,95846,4664,11.48909274109514,Excellent
2023-07-28,YouTube,#Tech,Live Stream,Germany,2795713,379408,236,19445,14.275034669152378,Excellent
2022-06-05,Instagram,#Fitness,Shorts,Brazil,1143058,108813,83246,23634,18.86982112893659,Excellent
2023-07-22,TikTok,#Gaming,Reel,Germany,547143,50377,71290,360,22.302579033269183,Excellent
2023-01-07,YouTube,#Fashion,Tweet,UK,3606764,485521,27501,7055,14.419490712450274,Excellent
2023-09-01,Instagram,#Challenge,Shorts,Germany,2842780,3111,70197,30478,3.6508628877366522,High
2022-12-21,Twitter,#Education,Live Stream,Canada,396861,259118,35274,27898,81.20979385729513,Excellent
2023-04-28,TikTok,#Fitness,Shorts,Germany,4112444,213599,81261,24440,7.764239464415808,Excellent
2022-03-07,TikTok,#Music,Tweet,Japan,3328630,91347,82700,38362,6.381273977582369,Excellent
2022-10-10,Twitter,#Viral,Live Stream,UK,780850,18378,96218,2034,14.936287379138118,Excellent
2022-08-06,YouTube,#Dance,Shorts,UK,631007,169838,42819,37051,39.572936591828615,Excellent
2022-07-06,Instagram,#Challenge,Live Stream,USA,3734090,477638,19503,13683,13.68001306877981,Excellent
2022-05-06,TikTok,#Fashion,Video,Canada,4057482,290718,88697,48722,10.551790494695972,Excellent
2022-04-02,YouTube,#Challenge,Tweet,Japan,2422046,151082,35275,30849,8.967872616787625,Excellent
2023-04-27,Twitter,#Gaming,Tweet,Brazil,2444116,438663,38040,36359,20.99172052390312,Excellent
2023-07-27,TikTok,#Viral,Reel,India,2386255,369252,59222,5491,18.18602789726999,Excellent
2022-01-29,Twitter,#Dance,Live Stream,Germany,794531,34713,41353,39360,14.527564059803835,Excellent
2022-05-03,TikTok,#Viral,Reel,India,2649565,350482,73302,8582,16.318376790152346,Excellent
2023-01-07,TikTok,#Fitness,Reel,Brazil,564507,224904,9554,39726,48.57052259759401,Excellent
2022-10-06,YouTube,#Tech,Reel,Australia,1123373,8196,67615,20741,8.594830034191672,Excellent
2023-03-28,TikTok,#Fashion,Tweet,USA,3130478,414825,82640,14664,16.359450537585634,Excellent
2023-05-11,Instagram,#Fitness,Reel,India,1521329,324725,63572,46365,28.57120320456653,Excellent
2023-03-05,Twitter,#Fitness,Post,Germany,4801627,262727,22334,7455,6.0920183929322285,Excellent
2022-06-16,Instagram,#Fashion,Post,UK,1952016,9304,91696,2329,5.293450463520791,High
2022-05-26,YouTube,#Challenge,Shorts,USA,902552,133861,42619,19775,21.744453505172,Excellent
2022-11-01,TikTok,#Fashion,Live Stream,Japan,2407138,439022,12270,28761,19.942894840262586,Excellent
2022-11-26,Twitter,#Viral,Live Stream,Australia,3062000,78187,39581,3625,3.964500326583932,High
2023-04-07,Instagram,#Fashion,Tweet,UK,1100509,307784,15477,49898,33.907855365108325,Excellent
2022-12-19,TikTok,#Fashion,Live Stream,Australia,2076350,109351,36430,20601,8.013196233775616,Excellent
2023-08-20,Instagram,#Dance,Post,Canada,1699359,78852,19916,1843,5.920526504405485,High
2022-07-09,Instagram,#Viral,Shorts,USA,3821272,244744,90943,48466,10.053013760862875,Excellent
2022-05-07,Twitter,#Viral,Reel,Japan,2392297,433292,77815,43106,23.166563348948728,Excellent
2023-12-27,Instagram,#Viral,Video,USA,3510259,64432,8488,15662,2.523517495432673,Average
2022-10-01,Instagram,#Challenge,Shorts,India,1050906,57416,10271,31691,9.456411896021146,Excellent
2022-10-04,TikTok,#Dance,Reel,Canada,4613461,351092,91775,10999,9.837863590913633,Excellent
2023-04-14,Instagram,#Dance,Video,USA,691653,226370,15714,32571,39.70994125667061,Excellent
2023-05-14,Twitter,#Comedy,Tweet,Australia,1126747,490312,30079,26934,48.5756784797297,Excellent
2023-03-18,Instagram,#Music,Video,Canada,3198087,152059,8360,16834,5.542469607612301,High
2022-04-25,Instagram,#Fashion,Reel,Australia,4165262,271304,50757,28623,8.419254299009282,Excellent
2022-05-05,Instagram,#Tech,Post,USA,1563039,135115,16789,43702,12.514467009460418,Excellent
2022-09-21,TikTok,#Tech,Shorts,India,4447357,457067,39849,14331,11.495524195606514,Excellent
2023-05-12,Instagram,#Music,Reel,Australia,531906,423823,33666,9162,87.73185487661354,Excellent
2022-05-07,YouTube,#Challenge,Post,UK,1277967,9345,48427,29304,6.813634467869671,Excellent
2022-08-25,Twitter,#Tech,Tweet,UK,3182568,154491,70768,15216,7.55600508771533,Excellent
2023-07-07,Twitter,#Viral,Reel,Brazil,4663539,21164,35101,32307,1.8992443292529557,Average
2023-07-31,Twitter,#Fitness,Tweet,Japan,4694072,364519,55324,20924,9.389864492917877,Excellent
2023-06-19,Twitter,#Fashion,Video,Brazil,1802668,290040,25559,1638,17.59819334453155,Excellent
2022-07-31,YouTube,#Fashion,Live Stream,Germany,2888639,155660,55476,37832,8.61886860905776,Excellent
2023-10-29,TikTok,#Tech,Tweet,USA,4316751,108676,86682,16376,4.904938922814868,High
2022-02-14,YouTube,#Fashion,Video,Brazil,4672087,123172,32997,19286,3.7553881167024503,High
2023-10-09,Instagram,#Education,Shorts,Brazil,3158238,178678,24440,18646,7.02176340098498,Excellent
2023-02-17,Twitter,#Tech,Post,Australia,399911,87132,81048,3953,43.04282702901396,Excellent
2023-07-07,TikTok,#Comedy,Tweet,UK,4584196,344718,40922,41695,9.321918172783187,Excellent
2022-02-25,Instagram,#Tech,Video,Germany,4726748,328582,45403,26119,8.46467804080099,Excellent
2023-05-21,YouTube,#Viral,Live Stream,UK,3036543,8922,11495,2819,0.7652122825199577,Low
2023-08-08,TikTok,#Gaming,Shorts,India,4145988,46772,34624,45318,3.056304070344632,Average
2023-09-20,TikTok,#Tech,Video,Australia,4261094,414331,77016,34159,12.33265447793454,Excellent
2022-04-04,Instagram,#Fashion,Post,Brazil,2317238,96203,65181,21178,7.878431132235877,Excellent
2023-05-03,Twitter,#Music,Post,Canada,3933642,85583,99889,39360,5.715619265810157,High
2023-12-10,Twitter,#Tech,Reel,Canada,2413376,222023,44351,48284,13.0380844095574,Excellent
2022-01-13,Twitter,#Music,Reel,USA,1632421,324630,37308,9030,22.725020077541274,Excellent
2023-04-09,TikTok,#Fashion,Post,USA,2199227,110460,75602,31496,9.892475856289504,Excellent
2022-11-29,YouTube,#Comedy,Live Stream,UK,4238088,464704,79303,38696,13.749195391884264,Excellent
2023-03-16,Twitter,#Comedy,Reel,India,3302311,175383,78519,38208,8.845623564830811,Excellent
2023-11-18,TikTok,#Education,Reel,Germany,3106785,9712,90375,41997,4.573345114000486,High
2023-06-17,TikTok,#Tech,Post,Germany,3494484,368792,77220,35614,13.78246402043907,Excellent
2023-03-10,TikTok,#Fashion,Post,Germany,3513595,99891,65709,36540,5.75308195736845,High
2022-11-25,Instagram,#Fashion,Tweet,Australia,3209804,26530,39753,28986,2.9680628474511215,Average
2023-10-19,YouTube,#Fashion,Live Stream,Germany,3641903,445354,53037,37796,14.72271502014194,Excellent
2023-03-22,Twitter,#Fashion,Tweet,India,3397817,471014,75767,31710,17.025372467086957,Excellent
2022-02-14,TikTok,#Dance,Shorts,Australia,2045438,167012,47179,49887,12.910584432282961,Excellent
2022-10-01,Instagram,#Dance,Live Stream,USA,1489412,259640,31561,24249,21.179499023775826,Excellent
2022-12-23,TikTok,#Viral,Reel,Japan,2107990,324551,94759,33713,21.490756597517066,Excellent
2023-07-30,Instagram,#Gaming,Post,Germany,4540208,23381,72573,20823,2.5720627777405793,Average
2023-06-16,Twitter,#Music,Post,Australia,3722456,135147,28659,8807,4.637072943239624,High
2023-09-22,YouTube,#Gaming,Reel,Australia,4820075,19851,77127,14304,2.3087192626670747,Average
2022-12-23,Instagram,#Challenge,Post,Brazil,2727232,201268,17759,4275,8.187862272076597,Excellent
2022-06-20,YouTube,#Fashion,Video,India,1749243,139816,95490,3867,13.672943095956366,Excellent
2022-11-29,Twitter,#Fitness,Reel,USA,3578755,370590,32965,23433,11.93118836019789,Excellent
2022-12-04,Twitter,#Comedy,Tweet,USA,4542486,335370,7455,42264,8.477494482096368,Excellent
2023-05-10,Twitter,#Tech,Tweet,Canada,349955,162950,22102,26115,60.341186724007365,Excellent
2023-03-08,YouTube,#Fitness,Reel,India,1863453,326354,13905,20155,19.341190789357178,Excellent
2023-03-22,Twitter,#Dance,Tweet,India,759536,388100,89052,38951,67.949774599229,Excellent
2023-11-26,Instagram,#Education,Post,Australia,870453,38904,71532,942,12.795406529703499,Excellent
2022-12-15,TikTok,#Dance,Live Stream,Australia,3217287,341230,50413,1801,12.229061317812182,Excellent
2023-06-15,YouTube,#Viral,Post,USA,2433851,51816,2532,22598,3.1614918086604313,Average
2022-05-12,Instagram,#Fitness,Shorts,Australia,2271759,362820,34300,2604,17.595352323904077,Excellent
2022-08-03,Twitter,#Dance,Live Stream,India,4027776,199325,98891,41321,8.429887858709124,Excellent
2022-06-09,Instagram,#Tech,Shorts,Japan,3407877,297655,26196,29062,10.35580216070005,Excellent
2023-12-04,YouTube,#Viral,Post,UK,1368185,91832,54213,23975,12.426682064194534,Excellent
2023-08-11,Instagram,#Tech,Tweet,UK,4671326,484650,10588,44560,11.555562596145078,Excellent
2023-01-18,Twitter,#Challenge,Post,Australia,2413147,45851,21486,8691,3.15057474741489,Average
2023-02-12,Twitter,#Gaming,Live Stream,Japan,971147,205361,74326,13930,30.23404283800496,Excellent
2022-09-10,TikTok,#Fitness,Reel,Canada,287898,92831,33257,5160,45.58836810259189,Excellent
2022-12-08,Twitter,#Comedy,Live Stream,Australia,2245957,206179,15623,3682,10.039551068876207,Excellent
2022-05-04,YouTube,#Gaming,Reel,USA,1741714,207035,62609,14662,16.323345853567233,Excellent
2022-06-05,Twitter,#Comedy,Live Stream,USA,2607877,146469,64229,49402,9.97362989128705,Excellent
2023-03-13,Twitter,#Fitness,Tweet,Australia,2064375,166788,9163,22734,9.624462609748713,Excellent
2022-12-19,YouTube,#Viral,Post,Canada,2225947,453782,45771,10934,22.933475055785244,Excellent
2022-05-15,Instagram,#Challenge,Live Stream,Brazil,1482758,35680,95504,33046,11.075981380643368,Excellent
2022-11-05,Instagram,#Education,Tweet,USA,4228374,380409,92056,17760,11.59370008424042,Excellent
2022-11-29,Instagram,#Music,Post,India,2397124,484304,78146,4295,23.642706843701035,Excellent
2023-11-26,TikTok,#Fashion,Reel,UK,2784227,394246,86809,31454,18.407586737719303,Excellent
2023-04-02,Instagram,#Comedy,Live Stream,Brazil,3335191,445929,16257,7451,14.081262512401837,Excellent
2022-01-20,TikTok,#Viral,Post,Canada,4582912,20781,5849,49216,1.6549739554239749,Average
2023-11-03,TikTok,#Music,Live Stream,Brazil,1210794,86602,90843,3257,14.924256314451508,Excellent
2022-02-14,TikTok,#Education,Tweet,Japan,2599368,103502,74019,22948,7.71222081675238,Excellent
2022-04-10,Twitter,#Dance,Live Stream,India,4707489,308133,52155,27297,8.233370274471168,Excellent
2023-10-28,YouTube,#Music,Shorts,Brazil,2793980,105510,61565,11195,6.380503797450232,Excellent
2023-06-30,Twitter,#Fitness,Reel,Australia,2624711,307198,71219,6193,14.653422795881147,Excellent
2023-04-23,YouTube,#Comedy,Video,UK,4381970,300506,49105,1905,8.02187144138367,Excellent
2023-02-19,Instagram,#Fitness,Post,Brazil,3499748,84192,50937,40619,5.02173299334695,High
2023-10-08,Instagram,#Gaming,Shorts,Canada,2030644,499249,11833,28123,26.553398823230463,Excellent
2023-02-02,Twitter,#Fitness,Video,Brazil,4021988,496947,98292,6829,14.969413135991456,Excellent
2023-09-01,Instagram,#Dance,Reel,USA,4255189,351819,3829,20387,8.837092782482753,Excellent
2023-04-17,TikTok,#Challenge,Tweet,Germany,1401182,272628,22588,31504,23.31745626192743,Excellent
2023-06-09,TikTok,#Viral,Reel,Japan,3984874,115614,39890,37181,4.835410103305651,High
2022-06-21,TikTok,#Comedy,Video,Japan,631935,263783,3049,40556,48.64234454492946,Excellent
2022-01-11,YouTube,#Gaming,Post,India,3577981,355446,61987,18325,12.178879653078091,Excellent
2023-03-23,TikTok,#Dance,Live Stream,USA,4661813,48452,12647,2749,1.3695959061420955,Average
2023-07-03,YouTube,#Music,Live Stream,India,4153771,162185,6853,26355,4.7039906629421795,High
2023-11-22,Instagram,#Comedy,Shorts,India,3523284,272930,96467,47190,11.823826861530321,Excellent
2023-01-15,YouTube,#Fitness,Video,USA,1058655,486037,47060,4660,50.796246180294816,Excellent
2023-08-14,Instagram,#Dance,Live Stream,Canada,2030560,466132,51434,46110,27.75963281065322,Excellent
2022-04-18,TikTok,#Fitness,Reel,Australia,3959483,363451,40906,30644,10.986308060926136,Excellent
2022-04-03,Instagram,#Viral,Live Stream,Brazil,2476219,352894,54154,45066,18.258239679123697,Excellent
2022-04-24,YouTube,#Music,Post,Brazil,3857161,320872,49073,49058,10.862989644456118,Excellent
2023-05-07,Twitter,#Fashion,Shorts,UK,4171762,41967,76316,1045,2.8603741057136047,Average
2023-07-19,Instagram,#Music,Video,USA,3356648,113463,87529,19511,6.569142787685811,Excellent
2022-07-24,YouTube,#Tech,Live Stream,USA,3857226,337967,30773,37272,10.52601014304062,Excellent
2022-06-25,Twitter,#Education,Live Stream,USA,3147293,454319,10944,15888,15.287772698633399,Excellent
2022-12-08,YouTube,#Comedy,Live Stream,Australia,975369,208583,6013,40027,26.105299635317508,Excellent
